N,P,K,temperature,humidity,ph,moisture,soil temp,crops,Fertilizer
86,79,45,27.81251452,82.69285419,5.80766417,25.6,19.8,potato,urea
117,86,53,25.19640218,83.55829874,5.703381728,25.7,19.9,potato,urea
111,79,53,28.31193338,75.77363772,6.165001278,25.6,19.7,potato,urea
95,74,50,25.90113128,80.47152737,6.002481605,25.7,19.8,potato,urea
91,75,55,27.48612983,76.11239849,6.212369363,25.6,19.9,potato,urea
93,83,46,29.38254012,83.50423735,5.765308943,25.4,20,potato,urea
92,85,51,29.22118628,81.08183635,5.740764682,25.3,19.9,potato,urea
104,80,54,27.09062164,81.33506906,5.879119455,25.4,20,potato,urea
103,72,51,26.12643374,81.81365007,6.099478745,25.3,19.9,potato,urea
92,75,45,29.01207743,77.95192527,5.674403359,25.2,20,potato,urea
93,85,49,27.96799119,79.28625709,5.694243847,25.1,20.1,potato,urea
120,87,52,28.0764455,76.05522115,5.905494703,25,20,potato,urea
108,72,46,25.16278237,84.97849241,6.110844721,25.1,19.9,potato,urea
105,88,54,25.78749808,84.51194224,6.020445317,25.2,20,potato,urea
98,79,50,25.34119774,84.47321314,6.435917308,25.1,19.9,potato,urea
111,88,55,29.44795403,78.34971537,5.505393833,25.2,19.8,potato,urea
97,74,45,26.47522633,78.51833782,5.677719902,25.1,19.9,potato,urea
95,82,48,27.39489579,83.31172003,5.719014989,25,20,potato,urea
89,91,55,25.08347445,80.261731,6.275572298,24.9,20.1,potato,urea
89,85,55,26.6719835,76.48541655,6.275384607,25,20.2,potato,urea
118,88,51,25.44926208,79.49221962,6.201911642,24.9,20.1,potato,urea
101,92,45,28.22776705,80.6430384,5.758054257,25,20,potato,urea
99,92,47,28.1279509,77.48247073,6.323933647,24.9,19.9,potato,urea
82,77,46,28.9470467,82.1888998,5.901100841,25,20,potato,urea
90,86,55,27.96236771,84.15403614,5.644486582,24.9,20.1,potato,urea
95,88,52,28.00316034,78.90085998,6.235461772,24.8,20,potato,urea
104,73,46,29.1400919,80.1190228,6.28236237,24.7,20.1,potato,urea
102,73,52,27.9122104,83.36307683,6.356090905,24.6,20.2,potato,urea
100,74,52,25.43480512,81.53977797,5.837258235,24.5,20.1,potato,urea
94,89,48,28.55980972,84.51602322,5.653437902,24.6,20,potato,urea
99,70,46,26.59580783,82.99556744,5.727469947,24.5,20.1,potato,urea
112,87,48,27.19711623,77.3970629,6.200111068,24.4,20,potato,urea
117,82,45,25.29391516,79.29122198,5.614471478,24.3,19.9,potato,urea
96,86,51,29.90888522,76.98740841,6.257369799,24.2,20,potato,urea
113,85,45,27.94972463,76.63713353,6.037430836,24.3,20.1,potato,urea
105,93,46,25.01018457,78.76260938,5.760457558,24.2,20.2,potato,urea
85,89,51,29.21144871,84.70189923,6.158164422,24.3,20.1,potato,urea
108,94,47,27.35911627,84.54625006,6.387431383,24.2,20.2,potato,urea
92,81,52,28.0106804,76.52808057,5.891413895,24.1,20.3,potato,urea
110,71,54,28.67208915,82.20793613,5.725418961,24,20.4,potato,urea
82,75,55,27.34585147,78.4873835,6.281069505,24.1,20.3,potato,urea
117,81,53,29.50704598,78.20585613,5.507641778,24,20.2,potato,urea
112,40,27,29.73770045,47.54885174,5.954626604,23.9,20.3,potato,urea
101,24,31,33.55695561,53.72979826,4.757114897,23.8,20.2,potato,urea
102,26,27,27.00315545,47.67525434,5.699586972,23.7,20.3,potato,urea
97,22,25,33.56150184,45.53556603,5.977413803,23.8,20.4,potato,urea
94,21,32,35.89855625,54.25964196,6.430139436,23.7,20.3,potato,urea
87,19,35,34.17719782,50.62161586,6.113935087,23.6,20.4,potato,urea
101,21,34,30.01592643,53.19212381,5.074272692,23.5,20.3,potato,urea
112,17,31,31.74592134,45.16127859,5.667507706,23.6,20.2,potato,urea
105,36,33,35.99009679,52.22780489,5.978634285,23.5,20.1,potato,urea
101,28,30,31.86641378,52.19331595,5.064613314,23.4,20.2,potato,urea
95,19,27,27.75518664,52.34605806,4.772385986,23.3,20.1,potato,urea
90,23,27,34.72413192,51.4271781,5.161148592,23.2,20.2,potato,urea
87,30,34,27.53907547,53.63549533,6.797779227,23.1,20.1,potato,urea
99,27,30,27.69637763,48.5622488,6.39474303,23.2,20.2,potato,urea
107,19,31,27.25373364,52.66319725,5.566704378,23.1,20.3,potato,urea
112,28,33,30.33723921,48.88704844,5.755049971,23.2,20.2,potato,urea
110,38,32,31.85744939,45.53106268,5.417340525,23.1,20.3,potato,urea
96,37,30,35.39986338,49.45962621,6.166173834,23,20.4,potato,urea
102,18,30,29.80747243,52.13797867,5.191265116,22.9,20.5,potato,urea
109,16,35,34.16438906,54.16482251,4.954739564,23,20.4,potato,urea
97,20,25,28.93270187,47.94053996,5.664587011,23.1,20.5,potato,urea
92,25,33,27.98392787,53.33018851,5.548584852,23,17.5,potato,urea
94,17,31,31.20478173,54.49960506,6.804437106,22.9,17.6,potato,urea
104,37,28,32.13409675,50.52559148,6.097869767,22.8,17.5,potato,urea
115,15,30,28.91862016,48.13974548,5.075504537,22.9,17.6,potato,urea
107,37,30,31.09779147,47.41196659,4.546466109,23,17.5,potato,urea
98,19,31,34.73823882,49.08864345,5.855119268,22.9,17.6,potato,urea
89,33,29,29.98080499,49.48613279,6.442393461,22.8,17.5,potato,urea
87,27,28,33.80398664,46.12866113,4.507523551,22.7,17.4,potato,urea
90,16,25,30.07202564,50.96040505,6.10729559,22.8,17.5,potato,urea
101,36,31,27.92063282,51.77965917,6.47544932,22.7,17.6,potato,urea
94,29,34,31.40948821,49.21729127,6.832979509,22.6,17.5,potato,urea
92,31,26,35.7877738,51.94190321,5.395275719,22.5,17.6,potato,urea
85,34,28,33.36140093,45.02236377,6.13526938,22.4,17.5,potato,urea
102,16,31,35.96054636,48.69677802,4.555688532,22.5,17.6,potato,urea
97,30,29,28.33333307,51.39586505,6.434197756,22.4,17.5,potato,urea
94,35,31,32.27652024,50.19368841,5.316875978,22.5,17.6,potato,urea
90,18,26,31.99490489,50.84881347,5.279388967,22.4,17.7,potato,urea
84,40,26,27.58258929,48.56916221,6.720041791,22.3,17.8,potato,urea
80,29,34,29.38471637,45.88744691,5.72742254,22.2,17.7,potato,urea
88,38,33,32.38697531,53.2328243,4.691396195,22.3,17.8,potato,urea
86,32,32,30.91471455,49.92963856,6.810186079,22.2,17.7,potato,urea
85,38,31,35.37775595,45.58110023,6.454045329,22.1,17.6,potato,urea
95,32,33,32.32362177,52.5896771,5.842763773,22,17.7,potato,urea
94,29,26,28.22373428,47.40519056,5.024124684,22.1,17.8,potato,urea
92,34,35,27.27433181,47.16808054,6.422710539,22.2,17.9,potato,urea
85,19,32,27.10710832,50.70880979,4.94295037,22.1,17.8,potato,urea
90,17,26,34.89226666,48.75613373,6.414526606,22,17.9,potato,urea
92,15,27,33.7462686,48.50387598,6.777788126,21.9,17.8,potato,urea
104,19,25,27.3511056,54.43945147,6.441328044,22,17.7,potato,urea
94,36,26,32.89300162,52.61323969,4.650536197,21.9,17.8,potato,urea
97,31,32,35.38598705,51.42664176,5.254532213,22,17.9,potato,urea
89,36,27,27.5529736,47.90859131,5.910634533,22.1,17.8,potato,urea
84,23,30,32.82141065,47.45553843,4.755273631,22,17.9,potato,urea
87,26,26,30.17294105,51.0845903,6.814630246,22.9,18,potato,urea
93,33,35,29.26382931,54.82257868,5.342866119,22.8,18.1,potato,urea
99,18,30,32.06097197,51.08494181,6.336234624,22.7,18,potato,urea
104,17,26,28.69818144,47.71875722,4.754435025,22.6,18.1,potato,urea
105,34,32,29.14305008,49.40983294,6.831706773,22.7,18,potato,urea
100,35,28,28.3471611,53.53903102,6.967417766,22.6,17.9,potato,urea
92,28,26,27.67256197,45.41692012,4.947683034,22.7,18,potato,urea
99,24,32,28.1218093,46.16888595,5.630619901,22.6,17.9,potato,urea
91,35,34,30.79375683,46.69536813,6.27339822,22.5,18,potato,urea
100,24,34,28.89409382,54.80750249,6.472774648,22.4,18.1,potato,urea
94,37,25,33.33024826,45.61143594,6.953246506,22.5,18.2,potato,urea
95,36,27,27.78912455,53.96886679,5.643710216,22.4,18.1,potato,urea
87,18,31,31.65333432,48.20662669,6.392313973,22.3,18,potato,urea
89,38,32,29.75150773,46.73723302,4.981816523,22.4,18.1,potato,urea
84,31,34,31.32995611,50.22287593,5.421265283,22.5,18.2,potato,urea
87,29,32,35.63627319,48.97047762,6.942520105,22.4,18.1,potato,urea
94,20,26,31.66524687,51.98594645,5.435840509,22.3,18.2,potato,urea
97,21,32,32.26935342,53.56092806,5.870116071,22.4,18.3,potato,urea
101,30,27,27.81005614,51.59445462,4.74910393,22.3,18.2,potato,urea
95,38,25,34.58561471,50.34035336,5.497946899,22.2,18.1,potato,urea
92,24,34,31.27180992,52.23810152,6.811291098,22.1,18.2,potato,urea
93,36,29,33.93679864,52.72170281,6.460542749,22,18.1,potato,urea
99,18,35,31.09154239,47.02058367,4.791146778,22.1,18,potato,urea
89,16,35,31.89356292,49.02450149,6.4841522,22,18.1,potato,urea
94,27,34,32.45465292,50.69693751,6.526654345,22.1,18.2,potato,urea
97,17,30,35.47478322,47.97230503,6.279133738,22,18.3,potato,urea
100,29,29,27.32961444,49.30347234,6.052026047,21.9,18.2,potato,urea
105,36,31,30.90225239,49.95955487,5.73171945,21.8,18.3,potato,urea
107,27,26,29.09382275,45.5661059,5.32307197,21.7,18.4,potato,urea
94,28,35,30.02086169,46.78393776,4.66910839,21.6,18.5,potato,urea
30,36,26,34.13072188,51.25786185,5.101206389,21.5,18.6,potato,urea
26,35,31,33.44619894,53.05980465,5.339556562,21.6,18.7,potato,urea
27,21,30,35.3915464,52.48823147,5.061081874,21.5,18.6,potato,urea
22,38,31,31.53356352,53.06009323,5.821106036,21.6,18.5,potato,urea
22,18,31,30.7645515,47.93791463,5.956027059,21.5,18.6,potato,urea
28,23,28,30.01821337,50.0983181,5.676032581,21.4,18.7,potato,urea
30,31,27,31.32863689,47.59319575,6.524114355,21.3,18.6,potato,urea
29,34,26,33.88004781,54.39416048,6.273953676,21.4,18.7,potato,urea
40,37,33,28.07802689,54.9640534,6.128167757,21.3,18.8,potato,urea
39,16,27,35.53845018,52.94641947,4.934964765,21.2,18.9,potato,urea
40,24,25,28.70595247,50.44030129,5.445008416,21.3,18.8,potato,urea
34,38,26,31.48451729,48.77926304,4.525722333,21.2,18.7,potato,urea
29,21,30,27.69819273,51.41593238,5.403908328,21.1,18.8,potato,urea
27,18,33,30.41235793,52.48100602,6.621623545,21,18.9,potato,urea
31,20,30,32.17752026,54.01352682,6.207495815,21.1,19,potato,urea
35,26,31,32.6112614,47.74916499,5.418475257,21,19.1,potato,urea
33,130,195,29.99677232,81.54156612,6.112305667,30.4,19.2,potato,urea
40,144,204,30.7280404,82.42614055,6.092241627,30.5,19.1,potato,urea
32,123,205,32.44577836,83.88504863,5.896343436,30.4,19.2,potato,urea
36,125,196,37.46566825,80.65968681,6.15526103,30.5,19.3,potato,urea
29,131,196,22.03296178,83.74372787,5.732453638,30.6,19.4,potato,urea
39,123,198,39.64851881,82.21079946,6.253034534,30.7,19.3,potato,urea
35,140,197,16.77557314,82.75241875,6.106190557,30.6,19.4,potato,urea
40,122,195,12.14190714,83.56812483,5.647202395,30.7,19.3,potato,urea
44,123,203,12.7567962,81.62497448,6.130310493,30.8,19.4,potato,urea
37,134,204,39.04071989,80.18393287,6.499604931,30.7,19.5,potato,urea
25,130,197,39.70772192,82.68593454,5.554831977,30.8,19.6,potato,urea
27,145,205,9.467960445,82.29335466,5.800242694,30.9,19.5,potato,urea
35,122,201,29.58748357,80.91934392,5.570290539,30.7,19.4,potato,urea
37,139,203,17.82803682,80.96093443,6.27564088,31.4,19.5,potato,urea
32,141,204,8.825674745,82.89753705,5.536645599,47.4,19.6,potato,urea
28,138,195,27.83487131,83.51444973,6.208196881,47.5,19.5,potato,urea
31,144,202,11.02105378,80.55557235,5.870600622,47.6,19.4,potato,urea
38,136,205,17.5862944,80.84806564,6.334771461,47.7,19.5,potato,urea
28,122,197,19.89363946,82.73366439,5.856575335,47.8,19.6,potato,urea
40,136,204,29.93707596,81.77713468,5.898944282,37.7,19.7,potato,urea
39,145,201,36.73126647,80.58931938,5.775600435,47.8,19.8,potato,urea
38,132,197,20.42094753,81.54185044,5.931101816,47.7,19.7,potato,urea
36,133,198,25.51939719,83.98351748,6.2286454,47.8,19.8,potato,urea
25,121,201,30.50734778,82.71775569,5.594240603,47.9,19.9,potato,urea
30,125,199,18.4269936,80.55625868,5.569230319,47.8,19.8,potato,urea
34,140,205,12.087022,83.59398734,5.93202852,47.9,19.7,potato,urea
35,132,203,23.60115364,82.48336987,6.423216506,47.8,19.6,potato,urea
40,126,197,12.80000387,81.20876367,6.417500829,47.7,19.7,potato,urea
30,120,200,38.06099482,82.24729637,6.234904253,47.6,19.8,potato,urea
28,142,197,39.06555518,82.03812973,6.000573725,47.7,19.9,potato,urea
26,135,203,33.78372897,81.16314317,5.685102769,47.8,19.8,potato,urea
35,126,203,16.76201707,82.00335557,5.662140095,47.9,19.9,potato,urea
32,139,198,35.89307536,82.66850729,6.358186848,48,19.8,potato,urea
39,141,202,21.01245395,81.17931863,6.119495295,48.1,19.7,potato,urea
37,142,196,10.89875873,80.01639435,6.207600783,48,19.8,potato,urea
32,129,201,16.36251869,83.00471609,6.48754639,47.9,19.9,potato,urea
36,134,199,20.28370163,81.32235739,5.81717753,47.8,20,potato,urea
38,138,204,25.11108456,83.25447587,6.325480034,47.7,19.9,potato,urea
40,131,198,33.4641162,83.86742974,5.562790949,47.8,20,potato,urea
28,122,204,11.7976469,80.86325389,6.487369687,47.9,26.7,potato,urea
40,126,201,11.36300891,80.03100049,6.116982944,48,26.6,potato,urea
36,128,204,25.23542319,80.68700527,5.695792761,47.9,26.5,potato,urea
39,132,197,15.99050693,81.23966573,5.734317007,47.8,26.6,potato,urea
44,137,195,22.4359017,80.18612085,6.329499832,47.9,26.7,potato,urea
48,123,200,34.76086052,81.03544763,6.167013532,47.8,26.8,potato,urea
49,136,197,31.11047251,83.34010951,5.653776058,47.9,26.9,potato,urea
55,134,200,28.57828803,80.95628959,5.840256272,47.8,26.8,potato,urea
58,139,201,41.18664903,81.01783402,5.539980812,47.7,26.9,potato,urea
62,127,196,27.02766138,83.17093908,5.833302165,47.6,26.8,potato,urea
49,138,203,21.19339319,82.33098331,6.399433771,47.7,26.9,potato,urea
52,120,204,10.38004759,83.44518113,6.138958698,47.8,27,potato,urea
55,142,203,31.3115978,82.56407013,5.972850838,47.7,26.9,potato,urea
45,133,195,20.46657776,80.97598029,6.456079585,47.6,26.8,potato,urea
42,139,199,29.36947679,81.53996362,6.336426667,47.5,23.2,potato,urea
39,134,202,10.72302459,80.02130636,6.425419926,47.6,23.1,potato,urea
40,140,195,14.97846952,80.49979873,6.294395676,47.5,23,potato,urea
39,127,202,15.3246651,81.67215994,6.477768039,47.4,23.1,potato,urea
29,120,195,18.73932187,81.12109244,5.931538447,47.5,23.2,potato,urea
35,139,201,19.3642553,83.36094029,5.980598579,47.6,23.3,potato,urea
37,136,195,41.20733624,81.61051026,6.389783283,47.5,23.2,potato,urea
33,139,203,33.34214482,82.51034633,5.693287415,47.4,23.3,potato,urea
30,133,201,23.81995682,80.12211649,6.00299607,47.3,23.2,potato,urea
32,130,196,40.66012294,81.24995984,6.372959542,47.2,23.1,potato,urea
37,135,205,11.82768186,80.2827185,5.510924849,47.3,23.2,potato,urea
40,140,195,13.28504331,83.54193816,5.69945282,47.4,23.2,potato,urea
39,132,196,35.83089092,83.32560104,5.778594403,47.3,23.4,potato,urea
40,121,199,26.18159716,81.03886263,6.315586313,47.4,23.3,potato,urea
40,132,202,24.57558351,80.70695797,5.971813006,47.3,23.4,potato,urea
29,142,203,29.67229086,83.71498986,5.891195653,47.2,23.3,potato,urea
32,121,199,39.37102553,81.25353895,6.129812716,47.1,23.4,potato,urea
30,140,205,17.66558428,82.92903419,6.313085601,47,23.5,potato,urea
35,120,196,24.06679352,82.66396666,6.053662544,47.1,23.6,potato,urea
34,133,202,15.31413469,80.09711412,5.804799142,47.2,23.7,potato,urea
35,135,199,21.77466746,80.54942557,6.400719746,47.1,23.6,potato,urea
29,145,199,26.91624843,80.76838926,5.953966361,47.2,23.7,potato,urea
29,136,201,41.65602996,82.22118237,5.609255992,47.1,23.6,potato,urea
25,129,195,17.98667801,81.17712085,5.777271492,47,23.5,potato,urea
37,130,201,29.12033769,82.79092939,5.682395429,46.9,23.4,potato,urea
39,129,203,34.38922481,83.18392806,5.863996687,47,23.5,potato,urea
38,135,203,41.36106301,82.79782954,6.444373116,47.1,23.6,potato,urea
33,120,205,35.12158265,82.26890793,5.550832178,47,23.5,potato,urea
35,125,204,19.6491772,80.15215777,6.107741788,46.9,23.6,potato,urea
40,132,200,16.27852801,82.94270065,5.620745638,46.8,23.5,potato,urea
39,140,203,21.11903604,80.63399198,6.349875906,46.7,23.4,potato,urea
28,145,202,19.2077707,82.9042841,6.484323189,46.6,23.5,potato,urea
30,128,200,25.96308415,82.57813624,5.838748311,46.7,23.6,potato,urea
35,139,199,25.67385024,81.6212135,6.29099842,46.8,23.7,potato,urea
29,122,196,41.94865736,81.15595212,5.638328481,46.7,23.6,potato,urea
37,144,197,11.18994268,80.8084305,6.415555956,46.6,23.7,potato,urea
38,120,197,17.5438296,82.94703302,6.323722572,46.5,23.8,potato,urea
38,141,198,13.05809741,80.28297993,5.757009965,46.6,23.9,potato,urea
39,121,203,9.724457611,83.74765639,6.158689406,46.5,24,potato,urea
44,125,204,27.92004934,82.93262435,5.733539807,46.4,23.9,potato,urea
32,138,197,9.535585543,80.73112694,5.908724337,46.5,23.8,potato,urea
40,124,204,13.42988625,80.06633966,6.361141107,46.4,23.7,potato,urea
35,138,200,9.851242629,80.22631717,5.96537863,46.3,23.8,potato,urea
40,143,201,24.97256132,82.72828653,6.476757723,46.2,23.9,potato,urea
38,142,202,27.23708304,82.94573346,6.224542938,46.1,23.8,potato,urea
37,124,195,18.70679077,83.4795292,6.209928251,46.2,23.9,potato,urea
35,134,204,9.949929082,82.55138983,5.841138354,46.1,23.8,potato,urea
119,25,51,26.47330219,80.92254421,6.283818329,46,23.9,potato,urea
119,34,55,25.18780042,83.44621709,6.818261383,46.1,24,potato,urea
105,30,50,25.29954705,81.77527562,6.37620108,46.2,24.1,potato,urea
114,32,50,24.74631269,88.30866319,6.581587932,46.1,24.2,potato,urea
93,22,52,26.58740671,81.32563243,6.932739726,46,24.3,potato,urea
80,26,55,24.53442564,88.989272,6.140099215,45.9,24.2,potato,urea
85,27,45,26.0713757,88.7285657,6.467095849,45.8,24.1,potato,urea
85,22,53,25.96534238,89.77076659,6.849471704,45.9,24.2,potato,urea
82,22,45,26.22338015,85.34866045,6.512196212,46,24.1,potato,urea
118,27,54,24.41311871,89.81574032,6.039584629,46.1,24.2,potato,urea
83,25,53,26.49195283,80.04678201,6.057697106,46,24.1,potato,urea
86,29,47,24.04355803,84.18406764,6.423898762,45.9,24.2,potato,urea
101,30,47,25.5421695,83.31883376,6.936997681,46,24.3,potato,urea
119,37,50,26.74550678,83.9195902,6.251286661,45.9,24.4,potato,urea
104,32,46,25.7131428,80.22972777,6.190015912,45.8,24.3,potato,urea
95,30,51,25.76484262,84.1726996,6.681606702,45.9,24.2,potato,urea
102,29,52,26.79489868,89.64815231,6.51075991,45.8,24.3,potato,urea
109,27,55,24.9004602,89.73524177,6.770278088,45.9,24.4,potato,urea
81,33,50,26.80750629,88.22874955,6.429788073,45.8,24.5,potato,urea
103,37,51,25.11189154,80.02621335,6.209888345,45.7,24.4,potato,urea
105,35,50,26.2148837,87.6883982,6.419052193,45.8,24.5,potato,urea
97,34,52,24.9103226,86.97190046,6.237861736,45.7,24.4,potato,urea
120,38,49,25.79448878,84.26830701,6.762471629,45.6,24.3,potato,urea
95,40,55,25.26931156,87.55055105,6.612847999,45.5,24.4,potato,urea
83,29,52,25.76402693,87.5931128,6.704688865,45.4,24.5,potato,urea
83,32,45,25.85483596,89.13163965,6.049609892,45.5,24.6,potato,urea
91,30,50,24.33528185,81.44030363,6.762030215,45.4,24.7,potato,urea
116,36,54,25.37601283,80.99313508,6.65398725,45.5,24.6,potato,urea
112,28,54,24.86094646,85.05318563,6.738030547,45.4,22.1,potato,urea
88,29,51,24.71885473,88.94568335,6.095689937,45.3,22.2,potato,urea
118,33,45,24.21495706,84.20576992,6.538006356,45.2,22.3,potato,urea
92,32,48,25.81692236,82.043255,6.377427122,45.3,22.4,potato,urea
106,40,45,24.47018505,84.16390229,6.417011754,45.4,22.3,potato,urea
99,42,47,24.13078816,84.84494575,6.649086972,45.3,22.4,potato,urea
98,45,51,26.1793464,86.52258079,6.25933595,45.2,22.3,potato,urea
108,41,46,26.17668721,86.7295205,6.121168559,45.1,22.4,potato,urea
119,38,55,26.03867719,84.6378378,6.031424482,44,22.5,potato,urea
117,29,48,26.53259325,82.39053979,6.835268184,45.1,22.6,potato,urea
109,32,53,26.81938687,87.8274604,6.551750306,45.2,22.7,potato,urea
80,34,46,25.50405534,81.40297428,6.940236218,45.1,22.6,potato,urea
100,37,52,26.20234499,80.38266489,6.87606733,45,22.5,potato,urea
91,39,53,25.13735887,89.28272716,6.457216535,45.1,22.6,potato,urea
86,42,53,25.92030221,83.47202566,6.921847888,45,22.7,potato,urea
107,38,52,26.6634609,89.98405233,6.881425746,44.9,22.8,potato,urea
103,37,49,24.06731461,81.64075303,6.915717008,44.8,22.7,potato,urea
101,34,48,24.6774157,82.75411437,6.206247494,44.9,22.6,potato,urea
85,25,47,26.11440416,87.64081095,6.29542477,45,22.7,potato,urea
84,27,51,26.81530456,87.65694462,6.399669044,44.9,22.8,potato,urea
102,28,54,25.15623099,80.27525115,6.862157042,44.8,22.7,potato,urea
98,25,52,25.2801372,83.15393658,6.224066378,44.7,22.8,potato,urea
97,25,50,26.22005978,80.90127035,6.093814669,44.6,22.7,potato,urea
90,29,45,24.92093261,80.61750795,6.291540278,44.5,22.8,potato,urea
95,28,46,26.21667586,81.01009354,6.32281728,44.6,22.9,potato,urea
82,23,49,26.81383586,87.21986949,6.873283991,44.7,22.8,potato,urea
82,25,51,24.31334971,87.47409052,6.074209622,44.6,22.9,potato,urea
110,28,46,24.29105004,88.04541346,6.49889585,44.5,23,potato,urea
118,27,51,24.42998931,86.33904774,6.678805092,44.4,23.2,potato,urea
120,29,45,25.66576039,88.6984228,6.114128685,44.5,23,potato,urea
91,34,52,25.07803672,83.46230461,6.405054243,44.4,22.9,potato,urea
81,37,55,24.88910524,85.87059083,6.110142735,44.3,22.8,potato,urea
101,31,54,25.42900869,82.91481799,6.828982708,44.2,22.9,potato,urea
101,29,55,24.37118217,87.1269128,6.451499764,44.3,23,potato,urea
111,28,53,26.4930645,88.59143088,6.313512999,44.2,23.1,potato,urea
107,33,49,25.83202912,89.00481725,6.755192025,44.1,23.2,potato,urea
115,34,46,24.41592661,89.39655519,6.623167177,44.2,23.3,potato,urea
84,25,52,24.37190239,81.2514818,6.12532356,44.1,23.2,potato,urea
120,28,47,24.24782473,83.03687902,6.653867608,44,23.3,potato,urea
91,30,46,24.64458469,85.49938185,6.343942518,44.1,23.2,potato,urea
89,26,52,24.89681131,86.10782926,6.217300786,44,23.3,potato,urea
113,28,46,25.41864024,81.12122989,6.286387658,43.9,26.4,potato,urea
97,22,50,26.26028739,86.14585891,6.7698938,43.8,26.7,potato,urea
117,30,50,24.90123934,87.20772913,6.744966312,43.9,26.8,potato,urea
90,27,52,24.84740848,89.20454622,6.391858432,44,26.9,potato,urea
104,23,47,26.98212846,86.70068316,6.770434148,43.9,26.8,potato,urea
81,28,45,26.90435747,86.25426228,6.727468157,43.8,26.7,potato,urea
88,30,47,25.86475496,86.67468041,6.662244646,43.7,26.8,potato,urea
92,32,45,26.70607759,81.14149505,6.944640222,43.8,26.9,potato,urea
81,37,50,26.44019475,80.91934337,6.507110986,43.7,27,potato,urea
111,34,55,26.283443,84.42478917,6.520663422,43.6,26.9,potato,urea
108,29,51,26.84366082,83.85039964,6.106500787,43.5,27,potato,urea
113,30,50,26.03967219,83.9862443,6.277484043,43.6,27.1,potato,urea
83,27,53,24.92994759,85.00802358,6.195142279,43.7,22.4,potato,urea
101,28,51,25.50736962,84.24340241,6.792035575,43.6,22.5,potato,urea
114,32,55,25.4438391,87.9392312,6.472756256,43.5,22.6,potato,urea
99,35,45,26.12588914,86.5507939,6.000975617,43.4,22.5,potato,urea
92,37,55,25.10474753,87.5267616,6.587791262,43.3,22.4,potato,urea
92,33,48,26.27520631,86.63249555,6.956508826,43.4,22.5,potato,urea
91,29,55,26.27061608,83.09194521,6.259086583,43.5,22.6,potato,urea
110,27,54,26.73690828,87.82430156,6.747537642,43.4,22.7,potato,urea
112,25,51,25.04746944,85.5667282,6.932537231,43.3,22.6,potato,urea
89,25,54,24.69368934,85.56967628,6.353107393,43.2,22.5,potato,urea
100,29,53,24.54356968,84.60808277,6.211748957,43.1,22.6,potato,urea
83,28,54,25.89762315,81.96664832,6.277245254,43.2,22.7,potato,urea
95,31,50,26.6333118,84.31756844,6.560443519,43.3,22.6,potato,urea
119,30,49,25.35794749,80.45846265,6.903020221,43.2,22.7,potato,urea
97,35,47,25.28784623,89.63667876,6.765094964,43.3,22.8,potato,urea
110,37,45,26.63838589,84.69546874,6.189213927,43.2,22.7,potato,urea
96,32,50,25.3310446,84.30533791,6.904241707,43.1,22.6,potato,urea
83,29,55,26.89750174,83.89241484,6.463271076,43,22.7,potato,urea
120,24,47,26.98603693,89.4138489,6.260838965,43.1,22.8,potato,urea
115,26,55,27.57826922,94.11878202,6.776533055,43,22.9,potato,urea
114,27,48,27.82054812,93.03555162,6.528404378,42.9,22.8,potato,urea
101,25,52,29.09910406,94.22237826,6.750145572,42.8,22.9,potato,urea
118,29,52,28.04943594,90.83130708,6.562832807,42.9,23,potato,urea
95,26,45,29.91690582,94.55695552,6.117530021,42.8,23.1,potato,urea
81,25,49,29.86895762,93.25103208,6.076459669,42.9,23,potato,urea
117,24,53,29.17220859,92.21405224,6.293486295,43,22.9,potato,urea
114,30,51,29.24908541,90.06998135,6.069171847,42.9,23,potato,urea
113,28,52,27.76317235,90.35567642,6.740983646,42.8,22.9,potato,urea
108,26,52,28.82629037,94.26765349,6.201797639,42.7,22.8,potato,urea
81,30,48,28.52379742,92.09688432,6.041027474,42.6,22.9,potato,urea
115,34,52,29.06785065,90.97685539,6.019372459,42.5,23,potato,urea
83,37,45,29.08417927,90.73891887,6.704104127,42.4,23.1,potato,urea
84,31,55,28.47090661,94.79453182,6.494251024,42.5,23.2,potato,urea
109,26,45,28.27973674,90.38971208,6.224535449,42.6,23.1,potato,urea
95,27,55,28.47212559,91.21322065,6.160414414,42.5,23,potato,urea
119,29,55,29.68846716,94.30111601,6.168757984,42.4,23.1,potato,urea
110,31,51,27.02415146,91.66737633,6.085444691,42.3,23,potato,urea
82,34,48,29.09588297,94.16748386,6.159050816,42.2,23.1,potato,urea
87,33,48,29.69238699,92.58862544,6.606033244,43.1,23,potato,urea
85,29,53,28.20619412,92.86798698,6.447662945,43,22.9,potato,urea
100,27,53,29.05248036,93.92217834,6.105909623,42.9,23,potato,urea
107,30,46,29.57240298,93.61870344,6.559763394,43,23.1,potato,urea
91,28,47,29.10968327,92.43510994,6.14410903,42.9,23.2,potato,urea
102,25,50,28.20480805,92.91440379,6.099662369,42.8,23.3,potato,urea
117,25,53,29.11858526,92.12543021,6.413927319,42.7,23.2,potato,urea
85,26,52,29.62800691,90.10051615,6.075144116,42.8,23.1,potato,urea
104,25,55,29.81196601,90.36881284,6.123802502,42.7,23.2,potato,urea
102,24,54,27.72338349,90.93897939,6.698468621,42.6,23.3,potato,urea
116,25,50,29.26092798,92.92367701,6.088885814,42.5,23.4,potato,urea
